Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score,Cost per Mile,Cost per Ton-Mile,Delivery Efficiency,Route Length,Severe Weather,Weather Severity Index,Fuel Cost per Mile,Performance Score,Driver Consistency Score,Traffic Conditions_Heavy,Traffic Conditions_Light,Traffic Conditions_Moderate,Traffic Conditions_Severe,On-Time Delivery,Driver Experience Level,Experience on Long Routes
IAH/LAX,GW6067,2799726,3.67,2023-02-27,4.0,303.56,1249.44,Clear,4.88,2,2.88,125.68,1521.18,Perishable,19.16,Interstate,Box Truck,Senior,Morning,1,63.59,Gasoline,25.94,28.74,1.63,6.4,189.87,3.26,0.63,1894.68,,,0.6254776650415075,0.3257585490041487,82.71389645776567,Long,0,0,0.6254776650415075,0.3171153492980235,2.88,False,True,False,False,0,3,3
ORD/DFW,QQ8638,3092457,6.31,2023-01-05,3.5,372.03,248.01,Heavy Rain,1.02,1,4.86,174.25,655.58,Standard,1.24,Interstate,Flatbed,Intermediate,Morning,2,77.86,Gasoline,3.08,19.3,0.89,6.65,195.89,1.55,0.53,1049.65,,,0.5265435583151896,2.2753324610484937,58.95879556259905,Long,0,2,0.5265435583151896,0.11178748436904298,4.86,False,False,False,True,0,2,2
CLE/MCO,NX6661,8415462,9.4,2023-05-30,4.5,683.34,992.44,Snow,1.19,4,0.5,197.28,784.07,Fragile,10.63,Urban,Semi,Senior,Afternoon,5,64.51,Diesel,29.79,24.07,0.68,6.32,486.76,1.52,0.71,1523.49,,,0.7123247578072408,0.2097343189080054,72.69574468085106,Long,0,3,0.7123247578072408,1.557336979745321,0.5,False,False,True,False,1,3,3
SFO/STL,FA8750,6467438,5.48,2023-10-31,3.5,404.6,1858.97,Snow,1.52,4,3.89,108.88,1365.34,Standard,11.09,Interstate,Flatbed,Senior,Evening,1,171.5,Gasoline,46.39,29.48,1.36,6.34,223.3,2.38,0.55,1775.77,,,0.5519031141868512,0.39575762411260584,73.83211678832117,Long,0,3,0.5519031141868512,0.5270921248515272,3.89,True,False,False,False,0,3,3
MIA/SEA,NC4293,3346668,4.23,2023-12-09,4.0,757.33,136.63,Fog,3.05,1,4.38,196.51,1540.5,Standard,13.96,Interstate,Semi,Intermediate,Afternoon,1,134.92,Gasoline,29.1,15.54,0.44,6.79,446.17,0.87,0.59,2228.7,,,0.5891355155612481,0.21080506137967658,179.03782505910164,Long,0,2,0.5891355155612481,0.11696523306403413,4.38,False,True,False,False,0,2,2
STL/DEN,GF9624,3063188,1.49,2023-03-04,4.0,867.35,932.81,Snow,2.53,5,4.33,126.84,1082.35,Perishable,6.9,Suburban,Flatbed,Senior,Morning,5,108.55,Gasoline,27.8,22.22,0.11,7.53,460.64,0.21,0.53,1720.06,,,0.5310889490978267,0.2874088406883201,582.1140939597316,Long,0,3,0.5310889490978267,0.6126922309071051,4.33,False,True,False,False,0,3,3
JFK/PHX,SY3912,6133372,8.31,2023-06-05,3.5,212.32,407.9,Light Rain,4.46,1,3.78,90.53,1068.93,Fragile,8.99,Urban,Box Truck,Senior,Morning,3,63.32,Diesel,46.46,25.8,0.3,7.36,100.92,0.53,0.48,1333.17,,,0.475320271288621,0.698449378150218,25.549939831528278,Medium,0,1,0.475320271288621,0.14180312234018966,3.78,False,False,True,False,0,3,0
LAX/SLC,BE6420,1841606,9.01,2023-04-08,4.0,2019.08,1316.74,Snow,2.9,5,1.93,154.51,1599.81,Oversized,3.38,Suburban,Flatbed,Senior,Overnight,1,153.06,Diesel,12.85,18.31,1.95,7.69,1050.3,3.89,0.52,2839.67,,,0.520187412088674,0.41609993326388156,224.09322974472806,Long,0,3,0.520187412088674,1.1225488568502133,1.93,True,False,False,False,0,3,3
LAX/SLC,UF4966,5281800,1.23,2023-09-09,4.5,1426.32,1569.76,Light Rain,4.62,1,2.8,171.91,1507.97,Fragile,7.47,Suburban,Box Truck,Intermediate,Morning,5,95.28,Diesel,34.47,18.75,0.67,7.32,876.31,1.52,0.61,2610.93,,,0.6143852711873913,0.24505166326870104,1159.6097560975609,Long,0,1,0.6143852711873913,0.16300811177699095,2.8,False,False,False,True,0,2,2
ATL/BOS,SN8912,2406693,3.17,2023-03-10,4.0,542.77,2686.15,Snow,2.14,3,1.8,52.2,1721.02,Oversized,12.05,Interstate,Flatbed,Senior,Afternoon,3,174.09,Gasoline,49.45,3.26,1.45,7.84,277.01,2.89,0.51,2105.83,,,0.5103635057206551,0.3219737206340581,171.22082018927443,Long,0,3,0.5103635057206551,0.7093845735615479,1.8,False,False,True,False,0,3,3
LAS/JFK,RI5823,2352435,8.11,2023-11-09,4.5,1467.02,1265.88,Clear,2.27,2,0.26,117.65,1426.67,Oversized,10.23,Urban,Semi,Senior,Evening,5,91.83,Gasoline,39.67,22.11,1.34,7.53,876.3,3.02,0.6,2485.41,,,0.5973333696882115,0.16560992977524888,180.89025893958078,Long,0,0,0.5973333696882115,0.9937196689326147,0.26,True,False,False,False,1,3,3
ATL/BOS,VR7359,3220164,2.14,2023-12-26,4.5,2079.28,1991.25,Light Rain,1.58,4,0.95,109.13,1150.92,Perishable,9.45,Interstate,Flatbed,Junior,Evening,4,146.24,Gasoline,41.56,19.62,0.79,6.99,1339.3,1.79,0.64,2662.32,,,0.6441171944134507,0.13549256671876042,971.6261682242991,Long,0,1,0.6441171944134507,1.2476495338970404,0.95,False,True,False,False,1,1,1
DEN/LAX,HI3000,5121864,3.7,2023-12-07,3.5,2386.87,2522.49,Light Rain,2.96,3,2.7,162.8,1276.31,Fragile,19.0,Suburban,Flatbed,Senior,Morning,4,143.68,Gasoline,17.43,6.66,1.33,6.99,1194.6,2.32,0.5,2660.13,,,0.5004880869087969,0.058657087359287756,645.0999999999999,Long,0,1,0.5004880869087969,0.540364710579734,2.7,False,False,False,True,0,3,3
SEA/IAH,DF2772,1071303,8.52,2023-11-30,4.0,2956.88,2531.86,Heavy Rain,4.96,4,3.16,173.26,1261.93,Standard,10.05,Suburban,Semi,Junior,Overnight,4,55.29,Gasoline,46.6,10.35,0.19,6.76,1748.99,0.38,0.59,3241.52,,,0.5914984713617055,0.10908095813241897,347.0516431924883,Long,0,2,0.5914984713617055,0.6041717782586102,3.16,False,False,True,False,0,1,1
DTW/CLE,JA4645,3368352,4.34,2023-06-15,4.5,895.17,639.91,Light Rain,3.73,3,4.96,88.58,500.41,Oversized,2.47,Urban,Semi,Junior,Afternoon,3,174.09,Diesel,3.37,4.67,1.0,6.22,647.68,2.24,0.72,1246.95,,,0.7235273746886066,0.5639577473330898,206.26036866359448,Long,0,1,0.7235273746886066,0.2920497301581467,4.96,False,False,True,False,0,1,1
DTW/CLE,RR4322,9184069,3.21,2023-03-11,4.5,232.51,753.11,Clear,4.87,2,1.49,75.0,1240.84,Perishable,1.09,Suburban,Flatbed,Intermediate,Evening,5,28.52,Gasoline,41.58,19.34,1.68,7.58,138.08,3.79,0.59,1518.63,,,0.5938669304546041,5.992166066449149,72.43302180685357,Medium,0,0,0.5938669304546041,0.5039397179641146,1.49,True,False,False,False,0,2,0
ATL/SLC,EX9038,8073886,7.19,2023-04-21,3.5,2058.4,2238.75,Light Rain,4.18,5,4.6,91.94,794.98,Perishable,19.94,Suburban,Flatbed,Intermediate,Afternoon,3,98.31,Gasoline,16.12,19.33,0.82,6.03,1195.18,1.43,0.58,2118.98,,,0.5806354450058298,0.05162641051799003,286.2865090403338,Long,0,1,0.5806354450058298,0.5648722769555821,4.6,False,False,True,False,0,2,2
SFO/DTW,UV3023,5734742,7.99,2023-03-10,4.5,772.52,197.02,Heavy Rain,2.28,5,3.47,148.67,1046.08,Fragile,13.44,Interstate,Flatbed,Senior,Afternoon,2,74.35,Gasoline,43.5,1.68,1.73,6.8,511.3,3.9,0.66,1755.13,,,0.6618598871226635,0.16904420566704392,96.68585732165207,Long,0,2,0.6618598871226635,0.6730821541152161,3.47,False,True,False,False,0,3,3
MSP/ATL,VH8996,1077356,2.36,2023-04-30,4.0,119.32,2986.38,Clear,1.52,2,1.45,156.92,1003.78,Fragile,15.79,Urban,Semi,Intermediate,Evening,4,154.42,Diesel,26.84,15.73,0.37,6.56,72.73,0.74,0.61,1276.74,,,0.6095373784780423,0.6776525708166417,50.559322033898304,Medium,0,0,0.6095373784780423,0.5071808468245408,1.45,False,False,False,True,0,2,0
ORD/ATL,KH6537,2685408,9.32,2023-12-10,4.0,552.71,1799.34,Snow,3.07,2,2.12,66.73,1300.01,Standard,8.93,Urban,Semi,Senior,Afternoon,5,149.02,Diesel,13.28,0.16,0.57,6.82,324.01,1.15,0.59,1705.33,,,0.5862206220260172,0.3455092279407645,59.30364806866953,Long,0,3,0.5862206220260172,0.4041213637778105,2.12,False,False,True,False,0,3,3
CLE/CLE,FT3921,9802091,5.1,2023-10-06,4.0,2584.92,1780.09,Snow,4.83,4,4.64,110.48,580.28,Oversized,10.4,Urban,Semi,Senior,Morning,5,23.86,Gasoline,15.17,29.84,1.47,6.32,1637.18,2.95,0.63,2375.9,,,0.6333580923200718,0.08837872084123419,506.84705882352944,Long,0,3,0.6333580923200718,0.43420965769277864,4.64,False,False,True,False,0,3,3
LAX/MCO,FT2520,6289292,1.04,2023-06-06,3.5,2372.32,2573.35,Snow,3.33,3,1.31,122.67,1812.34,Fragile,19.52,Suburban,Box Truck,Intermediate,Overnight,2,74.31,Diesel,32.86,17.81,1.2,6.1,1360.66,2.11,0.57,3348.45,,,0.5735566871248398,0.07230873015500079,2281.0769230769233,Long,0,3,0.5735566871248398,0.8253285752763383,1.31,False,True,False,False,0,2,2
PHX/SLC,ZT9614,1547578,1.65,2023-11-01,4.5,1808.71,2796.69,Light Rain,1.47,1,0.55,64.16,617.46,Oversized,10.39,Interstate,Box Truck,Senior,Afternoon,4,99.99,Gasoline,8.03,6.21,1.16,7.61,1069.97,2.6,0.59,1768.42,,,0.5915652592178956,0.09410245000492723,1096.1878787878788,Long,0,1,0.5915652592178956,0.405362762592353,0.55,False,False,True,False,1,3,3
ORD/MSP,HH8916,9956189,4.29,2023-08-29,4.5,2533.17,2586.75,Clear,1.96,1,3.57,97.42,1040.11,Perishable,19.9,Suburban,Flatbed,Intermediate,Overnight,4,174.62,Gasoline,31.98,15.19,1.78,7.78,1464.46,4.0,0.58,2653.15,,,0.5781135889024424,0.0526313356794116,590.4825174825176,Long,0,0,0.5781135889024424,0.13865819436747123,3.57,True,False,False,False,0,2,2
LAS/SFO,JI7364,7822042,1.81,2023-11-01,3.5,2373.42,2109.81,Snow,2.73,4,3.29,52.95,1095.58,Perishable,11.15,Interstate,Box Truck,Senior,Afternoon,4,134.52,Diesel,12.9,11.34,0.61,6.96,1194.37,1.07,0.5,2368.21,,,0.5032274102350195,0.08948922470319928,1311.2817679558011,Long,0,3,0.5032274102350195,0.6202660529288497,3.29,False,True,False,False,0,3,3
DCA/SAN,ER6700,3568707,8.88,2023-05-17,4.0,2434.86,2405.4,Light Rain,1.36,1,0.12,119.14,1587.14,Perishable,12.31,Interstate,Box Truck,Intermediate,Afternoon,1,44.35,Gasoline,32.92,4.75,0.42,6.91,1409.19,0.84,0.58,3153.98,,,0.5787560681106921,0.10522692684319425,274.19594594594594,Long,0,1,0.5787560681106921,0.5655447100992815,0.12,False,False,False,True,1,2,2
IAH/BOS,KX4657,6119481,8.82,2023-05-19,4.5,1639.49,1783.47,Fog,2.67,4,0.24,162.75,965.66,Oversized,19.97,Interstate,Flatbed,Junior,Overnight,1,65.83,Gasoline,14.59,8.4,1.78,7.9,933.64,4.01,0.57,2089.05,,,0.5694697741370792,0.06380607025427529,185.88321995464852,Long,0,2,0.5694697741370792,2.0553479300909165,0.24,True,False,False,False,1,1,1
MIA/BNA,NE3480,1755437,8.42,2023-05-09,4.5,2348.12,2553.39,Snow,2.69,1,4.99,142.6,1122.08,Fragile,12.68,Interstate,Semi,Senior,Overnight,4,80.7,Gasoline,33.88,18.4,1.58,7.12,1483.89,3.55,0.63,2804.41,,,0.6319481116808341,0.09418938600776587,278.87410926365794,Long,0,3,0.6319481116808341,0.1022979266224063,4.99,True,False,False,False,0,3,3
STL/SFO,MG1980,2707537,7.23,2023-03-24,3.5,2368.79,2729.8,Heavy Rain,3.28,1,3.19,51.79,1140.74,Standard,1.42,Interstate,Flatbed,Intermediate,Evening,1,171.09,Gasoline,46.07,26.26,1.65,6.74,1229.83,2.89,0.52,2497.58,,,0.5191806787431558,0.7425137538277253,327.63347164591977,Long,0,2,0.5191806787431558,0.15710013155533545,3.19,False,False,True,False,0,2,2
DCA/SLC,GV4837,2415770,7.26,2023-07-27,4.0,945.83,1557.18,Snow,1.53,3,4.69,131.99,593.96,Perishable,4.38,Interstate,Flatbed,Senior,Evening,5,80.56,Gasoline,42.08,13.88,1.56,6.14,615.76,3.13,0.65,1400.8,,,0.6510260829113054,0.3381340744089038,130.27961432506888,Long,0,3,0.6510260829113054,0.31934127434060133,4.69,False,False,False,True,0,3,3
STL/MSP,FM3426,7686874,3.09,2023-07-16,4.0,1342.77,1161.99,Light Rain,3.31,4,4.1,183.1,1207.62,Oversized,12.25,Urban,Semi,Junior,Overnight,5,145.73,Gasoline,8.03,16.44,1.22,7.13,753.03,2.44,0.56,2170.65,,,0.5608034138385576,0.13196297084932412,434.55339805825247,Long,0,1,0.5608034138385576,0.5025064133869982,4.1,True,False,False,False,0,1,1
DFW/CLT,IW3162,8378863,4.59,2023-08-07,4.0,1342.1,1163.9,Heavy Rain,3.95,2,2.63,135.37,1756.46,Fragile,7.36,Urban,Semi,Senior,Morning,1,154.37,Gasoline,31.72,4.34,1.64,6.43,835.35,3.28,0.62,2766.51,,,0.6224200879219135,0.2800719103416774,292.39651416122,Long,0,2,0.6224200879219135,0.3395940369756698,2.63,False,False,True,False,0,3,3
SEA/DTW,LD3362,9976397,5.25,2023-11-27,4.0,689.37,2336.23,Light Rain,3.68,5,2.47,91.74,611.7,Fragile,18.36,Interstate,Box Truck,Intermediate,Afternoon,3,186.67,Gasoline,7.55,18.13,0.91,7.22,381.82,1.83,0.55,1112.77,,,0.553868024428101,0.0879185166159889,131.30857142857144,Long,0,1,0.553868024428101,0.9273131099612264,2.47,False,True,False,False,0,2,2
BNA/LAS,CS6258,7051814,8.79,2023-09-15,4.5,1850.09,1802.95,Fog,1.39,5,3.71,130.4,863.7,Standard,16.87,Suburban,Semi,Senior,Evening,5,114.8,Diesel,33.15,15.47,0.08,7.87,1058.33,0.19,0.57,2101.25,,,0.5720424411785372,0.06732398090324403,210.47667804323095,Long,0,2,0.5720424411785372,0.6752814666183876,3.71,True,False,False,False,0,3,3
MIA/SAN,NZ9543,8769397,6.98,2023-04-13,4.5,1242.36,1383.24,Light Rain,4.28,3,3.3,183.99,1219.72,Fragile,15.4,Suburban,Semi,Junior,Evening,2,37.8,Diesel,31.6,11.71,1.01,7.68,728.02,2.27,0.59,2177.31,,,0.5859976174377798,0.11380257432126457,177.9885386819484,Long,0,1,0.5859976174377798,0.4398962589437948,3.3,False,False,False,True,0,1,1
SEA/MCO,MZ2316,5261882,8.31,2023-08-24,4.0,1516.51,1267.77,Clear,2.18,2,4.53,195.99,1317.6,Fragile,16.24,Suburban,Flatbed,Senior,Evening,1,112.6,Diesel,5.92,17.34,1.99,7.82,776.0,3.98,0.51,2316.83,,,0.5117012086962829,0.09407253879816678,182.49217809867628,Long,0,0,0.5117012086962829,0.23924281512931928,4.53,False,True,False,False,0,3,3
PHX/SLC,AP2212,8312418,7.95,2023-03-24,4.0,1635.89,337.12,Light Rain,3.86,5,4.29,88.86,1132.77,Standard,19.41,Interstate,Semi,Senior,Overnight,1,194.13,Diesel,37.27,2.98,0.49,7.34,891.85,0.97,0.55,2154.69,,,0.5451772429686592,0.06785864182208129,205.77232704402516,Long,0,1,0.5451772429686592,0.6116965470608824,4.29,False,True,False,False,0,3,3
IAH/PHX,TY6831,4078985,1.36,2023-01-03,3.5,2345.1,2221.13,Snow,3.08,4,4.28,101.84,1170.75,Perishable,14.92,Interstate,Flatbed,Senior,Morning,2,45.99,Gasoline,43.93,18.4,0.67,6.49,1264.09,1.17,0.54,2600.17,,,0.5390345827470043,0.07431415661862056,1724.3382352941176,Long,0,3,0.5390345827470043,0.4922408931341683,4.28,False,True,False,False,0,3,3
MIA/SFO,NN6518,2308994,8.83,2023-11-12,4.0,1947.75,251.65,Light Rain,4.81,1,3.13,159.68,863.26,Fragile,12.16,Interstate,Box Truck,Intermediate,Evening,4,152.98,Diesel,17.47,17.12,1.67,7.93,982.06,3.34,0.5,2042.92,,,0.5042022846874599,0.08625505813050147,220.58323895809738,Long,0,1,0.5042022846874599,0.1609695405133867,3.13,False,False,True,False,0,2,2
LAS/CMH,JG8826,8818312,6.66,2023-10-17,3.5,162.95,249.98,Heavy Rain,2.79,5,0.51,199.85,795.99,Oversized,14.73,Urban,Box Truck,Junior,Evening,3,161.93,Diesel,13.18,12.57,1.66,7.87,72.45,2.9,0.44,1096.93,,,0.44461491254986196,0.4570058954189631,24.466966966966964,Medium,0,2,0.44461491254986196,2.2921390672210746,0.51,True,False,False,False,1,1,0
SFO/SLC,EG6345,6566689,8.17,2023-11-11,3.5,2071.09,1871.99,Fog,3.44,4,4.39,68.75,675.98,Oversized,3.66,Interstate,Box Truck,Intermediate,Overnight,4,41.75,Diesel,25.73,2.77,1.12,6.58,1101.96,1.96,0.53,1877.15,,,0.5320676551960561,0.24763893102723789,253.499388004896,Long,0,2,0.5320676551960561,0.484387895868963,4.39,False,True,False,False,0,2,2
BOS/MCO,YZ1906,7525378,2.0,2023-09-01,4.5,307.84,2619.51,Heavy Rain,2.84,2,2.6,115.05,1349.88,Standard,15.46,Suburban,Flatbed,Junior,Evening,1,48.87,Diesel,21.45,13.3,0.65,7.99,173.48,1.45,0.56,1674.62,,,0.563539501039501,0.3518695890138322,153.92,Long,0,2,0.563539501039501,0.3553191685826939,2.6,False,True,False,False,0,1,1
PHX/MIA,XK1981,8151830,2.14,2023-10-21,3.5,2405.77,1541.58,Heavy Rain,3.76,3,1.93,183.95,814.1,Oversized,6.0,Interstate,Box Truck,Senior,Morning,2,81.09,Gasoline,19.0,6.49,0.23,7.95,1058.75,0.4,0.44,2082.69,,,0.44008778894075495,0.14428436633593403,1124.1915887850466,Long,0,2,0.44008778894075495,0.7109919220522313,1.93,False,False,False,True,0,3,3
BOS/MIA,NB6756,5235156,1.14,2023-12-19,4.5,1571.53,2420.75,Clear,4.83,2,0.72,140.03,1708.8,Oversized,5.24,Interstate,Semi,Intermediate,Overnight,3,51.13,Gasoline,25.25,21.29,0.28,7.45,949.63,0.63,0.6,2845.63,,,0.6042709970538266,0.345560797633735,1378.5350877192984,Long,0,0,0.6042709970538266,0.7248093992909134,0.72,False,True,False,False,1,2,2
IAH/IAH,RG2539,1961908,5.6,2023-11-08,4.5,2165.36,2925.68,Heavy Rain,4.18,2,1.72,95.81,1809.21,Fragile,9.61,Urban,Semi,Senior,Morning,3,22.34,Diesel,37.6,12.62,1.32,6.44,1512.0,2.97,0.7,3470.2,,,0.6982672627184394,0.1667635024614412,386.67142857142863,Long,0,2,0.6982672627184394,0.4329672565612927,1.72,False,False,True,False,0,3,3
DEN/ORD,IC4922,6359329,8.59,2023-06-30,4.5,2085.07,1229.61,Light Rain,3.23,4,2.15,171.85,880.06,Oversized,7.08,Urban,Flatbed,Junior,Afternoon,5,195.38,Gasoline,7.31,2.56,0.16,7.38,1271.03,0.36,0.61,2333.17,,,0.6095862489029145,0.15804926708011455,242.73224679860306,Long,0,1,0.6095862489029145,0.7889240298286513,2.15,False,False,False,True,0,1,1
SFO/CMH,GO1655,7915892,6.35,2023-01-16,4.5,1908.96,1195.47,Snow,4.07,5,3.14,179.67,1131.29,Standard,6.88,Interstate,Flatbed,Junior,Afternoon,1,172.98,Gasoline,5.77,27.42,0.07,6.59,1303.95,0.16,0.68,2648.26,,,0.6830682675383455,0.20163938041022703,300.6236220472441,Long,0,3,0.6830682675383455,0.7175760436416866,3.14,False,True,False,False,0,1,1
BOS/CMH,SK1025,1733557,4.23,2023-10-05,4.0,1844.78,1445.65,Light Rain,4.06,4,1.74,85.2,1873.58,Oversized,15.89,Interstate,Flatbed,Senior,Evening,2,152.13,Gasoline,45.99,17.66,0.56,7.96,926.63,1.12,0.5,2950.18,,,0.502298377042249,0.1006421800601716,436.1182033096926,Long,0,1,0.502298377042249,0.9717470489935068,1.74,False,False,False,True,0,3,3
CLT/MIA,GU2240,6266237,8.02,2023-08-03,4.0,1829.79,1161.2,Fog,3.03,3,3.38,53.94,1645.77,Perishable,18.0,Urban,Flatbed,Intermediate,Afternoon,5,145.8,Gasoline,1.43,5.17,1.49,6.42,1140.3,2.98,0.62,2849.59,,,0.6231862672765727,0.08651842864785333,228.15336658354116,Long,0,2,0.6231862672765727,0.4219672878322907,3.38,False,False,True,False,0,2,2
ATL/SEA,ZW6164,8251512,7.25,2023-12-06,4.5,810.77,149.54,Fog,1.9,4,1.45,156.7,1770.98,Oversized,1.25,Suburban,Flatbed,Senior,Overnight,4,138.91,Diesel,10.26,5.41,1.8,6.78,538.41,4.05,0.66,2485.82,,,0.6640724249787239,2.4527991908926086,111.8303448275862,Long,0,2,0.6640724249787239,0.98111899260957,1.45,True,False,False,False,0,3,3
SEA/BNA,BO8250,9737645,3.62,2023-03-03,3.5,1128.48,1469.11,Clear,2.2,4,2.3,145.56,1150.6,Standard,5.94,Interstate,Box Truck,Junior,Afternoon,2,60.89,Gasoline,35.27,14.95,0.42,6.65,594.22,0.73,0.53,1941.33,,,0.5265667092017582,0.28961366822915097,311.7348066298342,Long,0,0,0.5265667092017582,0.7940178472482414,2.3,True,False,False,False,0,1,1
CMH/DFW,FY3873,8847943,8.25,2023-09-07,4.5,2756.85,1399.48,Fog,4.1,5,4.72,161.66,1008.0,Standard,8.45,Suburban,Semi,Senior,Overnight,2,179.06,Gasoline,31.58,19.08,0.36,7.38,1681.17,0.81,0.61,2902.3,,,0.609815550356385,0.12458692189321213,334.16363636363633,Long,0,2,0.609815550356385,0.5429975340543567,4.72,True,False,False,False,0,3,3
BOI/DFW,WD2686,1683309,8.52,2023-03-17,3.5,2728.53,2078.3,Fog,3.01,3,2.59,136.31,1374.44,Oversized,12.12,Urban,Flatbed,Senior,Evening,2,177.03,Diesel,31.54,17.96,1.57,6.87,1389.73,2.75,0.51,2952.73,,,0.5093328642162629,0.089287853700984,320.25000000000006,Long,0,2,0.5093328642162629,0.5536582525380848,2.59,False,False,False,True,0,3,3
BNA/ATL,OE2274,9478423,6.36,2023-06-30,3.5,1468.4,1916.13,Fog,1.94,2,2.29,159.29,1963.89,Standard,18.07,Urban,Semi,Intermediate,Evening,4,32.91,Diesel,2.74,5.26,1.82,6.72,764.42,3.18,0.52,2898.77,,,0.5205802233723781,0.1092474301262215,230.88050314465409,Long,0,2,0.5205802233723781,0.39978340255806377,2.29,False,True,False,False,0,2,2
MIA/CLE,FS5102,1464942,6.3,2023-04-01,4.0,1227.63,2708.48,Clear,2.08,4,2.48,80.81,1811.57,Perishable,10.82,Interstate,Semi,Senior,Afternoon,2,77.96,Gasoline,45.14,1.17,0.33,6.82,719.58,0.66,0.59,2658.94,,,0.5861538085579531,0.20017681906752596,194.86190476190478,Long,0,0,0.5861538085579531,0.7246619345202836,2.48,False,False,False,True,0,3,3
DEN/SLC,PP5629,7617709,1.8,2023-04-11,4.0,830.91,2235.0,Heavy Rain,1.55,5,3.33,184.72,1565.2,Oversized,3.46,Interstate,Box Truck,Intermediate,Evening,4,195.19,Gasoline,24.4,6.27,1.67,6.22,534.67,3.33,0.64,2318.59,,,0.6434752259570832,0.8064805054253841,461.6166666666666,Long,0,2,0.6434752259570832,0.7026174735387245,3.33,True,False,False,False,0,2,2
SFO/MSP,CJ8626,9906463,8.56,2023-07-21,3.5,1716.63,2606.22,Snow,4.39,2,0.39,126.42,1624.07,Oversized,5.54,Suburban,Semi,Intermediate,Overnight,4,185.06,Diesel,6.85,28.54,1.26,6.35,946.66,2.2,0.55,2734.74,,,0.5514642060315851,0.2875607318183719,200.5408878504673,Long,0,3,0.5514642060315851,0.9274135460357613,0.39,False,True,False,False,1,2,2
MSP/CLE,WW6441,2509223,4.63,2023-03-26,4.5,2286.36,230.47,Fog,4.75,1,4.31,104.41,1568.15,Fragile,3.56,Interstate,Semi,Intermediate,Overnight,5,27.42,Diesel,46.74,9.04,0.3,7.14,1441.4,0.68,0.63,3170.41,,,0.6304344022813555,0.389511978315564,493.81425485961125,Long,0,2,0.6304344022813555,0.11550536278795864,4.31,True,False,False,False,0,2,2
MCO/LAS,CN6233,1849450,3.24,2023-02-08,4.5,1223.16,1080.1,Snow,2.21,3,3.9,77.9,1074.26,Oversized,12.94,Interstate,Box Truck,Senior,Overnight,4,79.0,Diesel,25.82,7.34,0.57,7.77,708.05,1.27,0.58,1894.64,,,0.5788694855946891,0.11970413573416877,377.51851851851853,Long,0,3,0.5788694855946891,0.3877742293110304,3.9,False,True,False,False,0,3,3
SAN/ORD,TS8819,3596978,5.09,2023-03-24,4.0,1649.04,1089.23,Snow,3.46,3,1.63,136.28,1913.69,Perishable,18.47,Interstate,Semi,Senior,Overnight,4,78.01,Gasoline,1.97,2.68,1.38,6.4,1029.91,2.75,0.62,3087.29,,,0.6245512540629701,0.10136297311443247,323.9764243614931,Long,0,3,0.6245512540629701,0.7021535379653667,1.63,False,False,False,True,0,3,3
ORD/CLE,EU9201,7185867,7.14,2023-10-30,4.5,1683.12,2550.4,Heavy Rain,4.66,2,4.6,84.0,739.4,Oversized,13.91,Suburban,Flatbed,Intermediate,Evening,3,173.82,Gasoline,48.3,21.2,1.83,6.22,1218.62,4.11,0.72,2115.64,,,0.7240244308189553,0.09036485560057937,235.7310924369748,Long,0,2,0.7240244308189553,0.20715649428077143,4.6,False,False,False,True,0,2,2
IAH/LAX,QN5032,5777363,3.64,2023-02-08,4.0,1207.63,1866.77,Fog,1.9,2,2.61,151.45,1276.41,Oversized,7.01,Interstate,Flatbed,Intermediate,Morning,5,104.07,Diesel,48.67,3.57,0.55,6.54,738.6,1.11,0.61,2219.81,,,0.6116111722961503,0.262218840280918,331.76648351648356,Long,0,2,0.6116111722961503,0.34376568617930175,2.61,True,False,False,False,0,2,2
DFW/BOI,OO3075,6790562,9.36,2023-02-09,4.5,2530.15,1958.41,Light Rain,4.16,5,1.32,189.0,1912.19,Standard,7.51,Suburban,Flatbed,Senior,Morning,2,20.03,Gasoline,6.93,29.17,0.97,6.93,1641.79,2.19,0.65,3781.28,,,0.6488903819931624,0.198999796146884,270.31517094017096,Long,0,1,0.6488903819931624,1.3070440808733155,1.32,False,True,False,False,0,3,3
SAN/LAS,XP3293,5016509,1.86,2023-11-07,4.5,1046.18,1896.77,Light Rain,2.29,1,2.22,170.98,1941.57,Fragile,5.58,Interstate,Box Truck,Junior,Evening,4,65.67,Diesel,37.1,19.77,1.65,6.96,676.77,3.7,0.65,2849.89,,,0.6468963275918101,0.4881884330711677,562.4623655913979,Long,0,1,0.6468963275918101,0.18857228655388286,2.22,True,False,False,False,0,1,1
